"Probes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"chr"	"pos"	"strand"	"Type"	"Relation_to_Island"	"UCSC_RefGene_Name"	"UCSC_RefGene_Accession"	"UCSC_RefGene_Group"	"Regulatory_Feature_Group"
"cg19361801"	-1.03625302689158	-3.01957800445557	-6.61538832617258	3.34717655167184e-05	0.00952423172443846	2.72516209460498	"chr4"	4386103	"-"	"II"	"N_Shore"	""	""	""	""
"cg19364715"	0.52292289110598	-2.80225256622012	5.04059559196849	0.000349203323662331	0.0322609607077372	0.468447611369369	"chr1"	15425332	"+"	"II"	"OpenSea"	"KAZN"	"NM_201628"	"Body"	""
"cg19367918"	-0.503875490958342	0.156363356246753	-4.48835789576907	0.00086272204793076	0.0493268045632436	-0.413374073937066	"chr19"	2154603	"-"	"I"	"S_Shelf"	""	""	""	""
"cg19371233"	-1.0262941453395	0.644208081007903	-9.77729904606589	7.54569343970661e-07	0.000958639706003327	6.18226467149528	"chr17"	19622444	"+"	"II"	"OpenSea"	""	""	""	""
"cg19375224"	0.707413850831085	-0.926165096179135	6.45807194428596	4.16654060668584e-05	0.0107294376368114	2.51715041812545	"chr19"	39802921	"+"	"II"	"N_Shore"	"LRFN1"	"NM_020862"	"Body"	""
"cg19377812"	-0.50753582089558	-2.58330732235803	-4.49095306418688	0.000858979700234781	0.0492401785298722	-0.409129112358724	"chr7"	130353647	"+"	"I"	"Island"	"TSGA13"	"NM_001304968;NM_052933;NM_001290033;NM_012133"	"3'UTR"	"Promoter_Associated"
"cg19379302"	-0.511635806607682	-2.64182000032468	-4.51747489087003	0.00082169446425535	0.048241314356638	-0.365798944655838	"chr3"	10857435	"+"	"II"	"N_Shore"	"SLC6A11"	"NM_014229"	"TSS1500"	""
"cg19380394"	-0.506278997841728	1.72193343451595	-4.49070235561957	0.000859340490186146	0.0492510657542508	-0.409539161183666	"chr4"	171960501	"-"	"II"	"OpenSea"	""	""	""	""
"cg19380893"	-0.522710307148394	-1.48201643481088	-4.85852380988353	0.000468339289047103	0.0371242495586735	0.182624234836435	"chr5"	51304628	"-"	"II"	"OpenSea"	""	""	""	""
"cg19381899"	0.789887857242173	-1.02372970088512	7.28994241815639	1.35688971709934e-05	0.00570416779648258	3.57497940180712	"chr9"	36874057	"-"	"II"	"OpenSea"	"PAX5"	"NR_104000;NR_103999;NM_001280550;NM_001280549;NM_001280556;NM_001280551;NM_016734;NM_001280555;NM_001280554;NM_001280553;NM_001280552;NM_001280548;NM_001280547"	"Body"	""
"cg19383432"	0.630358317040498	-1.86000225753185	5.75265431339669	0.000115886998214067	0.0186127993363011	1.53710688530985	"chr2"	76673861	"-"	"II"	"OpenSea"	""	""	""	""
"cg19384379"	-0.642292014164963	-3.03374591174038	-4.94560421698288	0.000406759229451775	0.0346164874285525	0.319947326189666	"chr3"	12800816	"+"	"II"	"OpenSea"	"TMEM40"	"NM_018306"	"TSS200"	""
"cg19391006"	-0.561637237875284	-0.988426015323005	-4.61821278739185	0.000694830821833157	0.0446623906233741	-0.202094232169717	"chr3"	172856620	"-"	"II"	"OpenSea"	"SPATA16"	"NM_031955"	"5'UTR"	""
"cg19399406"	0.809113166072966	-2.45217430000221	5.09543409699303	0.000319947051120272	0.0309582473861065	0.553552998111273	"chr13"	28588899	"+"	"II"	"OpenSea"	"FLT3"	"NR_130706;NM_004119"	"Body"	""
"cg19402039"	0.875234432918321	-1.22775538169064	7.22999951061171	1.46687918472263e-05	0.00598329640586204	3.50216469454392	"chr6"	7546211	"-"	"II"	"S_Shelf"	"DSP"	"NM_001008844;NM_004415"	"Body"	"Unclassified_Cell_type_specific"
"cg19403029"	0.59636358237171	-3.01667863837161	5.0259599359034	0.000357479578658716	0.0326383576460433	0.445656662255049	"chr8"	10587055	"+"	"II"	"N_Shore"	"SOX7"	"NM_031439"	"Body"	""
"cg19404805"	0.568605113866618	-3.46625446123462	4.56167403187076	0.000763277758470499	0.0467132592260153	-0.29380076194283	"chr1"	182484215	"+"	"II"	"OpenSea"	"RGSL1"	"NM_001137669"	"Body"	""
"cg19405895"	-0.69147083452272	-2.26169227001726	-5.17115286165705	0.000283734397945284	0.0292452839271487	0.670305529401907	"chr5"	407315	"+"	"II"	"OpenSea"	"AHRR"	"NM_020731"	"Body"	""
"cg19406789"	-0.733240301595452	2.47712265939317	-4.9541494549517	0.000401193941350865	0.034338898547704	0.333361841117938	"chr2"	167622143	"-"	"II"	"OpenSea"	""	""	""	""
"cg19408495"	-0.624106681800718	-0.209427257745534	-5.88660673759028	9.49261064519149e-05	0.0167317033857488	1.72922320534553	"chr2"	210560822	"+"	"II"	"OpenSea"	"MAP2"	"NM_002374;NM_001039538;NM_031847;NM_031845"	"Body"	""
"cg19409149"	-0.726589853218601	0.253231291693053	-6.56643713418445	3.58193520678445e-05	0.00993080338944641	2.66084224064065	"chr2"	234608369	"+"	"II"	"OpenSea"	"UGT1A6"	"NM_001072;NM_019075;NM_021027;NM_205862;NM_019077;NM_019076"	"Body"	""
"cg19411214"	1.713014801324	-2.05182912438128	13.3842146167078	2.84070462196226e-08	0.000127971095419102	8.84808779089756	"chr17"	43325316	"-"	"I"	"Island"	"LOC100133991"	"NR_024434"	"Body"	""
"cg19414040"	0.736092442230541	-3.13683317654601	5.67090326514413	0.000131054732812726	0.0198332783110513	1.41846439806899	"chr5"	173472066	"+"	"II"	"OpenSea"	"HMP19"	"NM_015980"	"TSS1500"	""
"cg19415339"	0.97705509316765	-2.91816681110942	6.37313849440725	4.6957990262994e-05	0.0114389565721844	2.40326580043135	"chrX"	53713491	"+"	"I"	"Island"	"HUWE1"	"NM_031407"	"5'UTR"	"Promoter_Associated_Cell_type_specific"
"cg19416230"	0.626724711030816	1.51341210102513	5.89789335558268	9.33543148088871e-05	0.0166104026147394	1.74528111352192	"chr1"	41941923	"+"	"II"	"OpenSea"	""	""	""	""
"cg19416795"	-0.677563691650947	-0.0629940144289532	-4.49387581945946	0.000854785302465595	0.0491430795131295	-0.40434939518684	"chr18"	76270967	"-"	"II"	"OpenSea"	""	""	""	""
"cg19419598"	-0.558714962640978	-3.16075930607318	-4.88260924878679	0.000450381961220945	0.0364644391093163	0.220719144520912	"chr5"	52084055	"-"	"I"	"Island"	"ITGA1"	"NM_181501;NM_015946;NM_015946"	"TSS200"	"Promoter_Associated_Cell_type_specific"
"cg19420970"	-0.576189850587595	-0.74756830043205	-4.91953661962283	0.000424244661647026	0.0354153725863544	0.278958154656061	"chr4"	110866452	"-"	"II"	"OpenSea"	"EGF"	"NM_001963;NM_001178131;NM_001178130"	"Body"	""
"cg19422019"	-0.636972026512722	-1.42124513139288	-5.21241795660022	0.000265846435902621	0.0282693293233376	0.733560983482915	"chr21"	17442803	"+"	"II"	"OpenSea"	"C21orf34"	"NR_027790"	"TSS200"	""
"cg19422169"	0.906989799416402	2.38084230886351	8.2064152797299	4.34172378712236e-06	0.00280181480269379	4.62610420851839	"chr17"	41780452	"-"	"II"	"OpenSea"	""	""	""	""
"cg19423366"	-0.520262454765676	1.26097343969812	-5.03264750232174	0.000353672471041284	0.0324628231505087	0.456074719355726	"chr5"	33311571	"-"	"II"	"OpenSea"	""	""	""	""
"cg19424492"	0.677774168652767	-2.97398639418986	5.53771812670163	0.000160455239158922	0.0219646889858496	1.22291496382798	"chr17"	32202367	"-"	"II"	"OpenSea"	"ASIC2"	"NM_001094"	"Body"	""
"cg19428149"	-0.641895686921771	1.57981034304116	-5.74740860941462	0.000116801963938918	0.0186585919139346	1.52952570850985	"chr16"	67195477	"+"	"II"	"N_Shore"	"FBXL8"	"NM_018378"	"5'UTR"	""
"cg19429861"	0.811801552044237	0.759819697911014	6.66144704152519	3.14125564115281e-05	0.00919860282540127	2.78534816794587	"chr4"	122710195	"-"	"II"	"OpenSea"	""	""	""	""
"cg19441529"	0.772161118753383	-2.82472336718844	4.88824519461769	0.0004462855874327	0.0363545825183802	0.229620853605076	"chrX"	49012819	"+"	"I"	"Island"	""	""	""	"Promoter_Associated"
"cg19441691"	1.4204651998779	-2.4305842056723	8.76703539865233	2.26210086202013e-06	0.0018932051137109	5.2148936103656	"chrX"	43515349	"-"	"II"	"Island"	"MAOA"	"NM_000240"	"TSS200"	""
"cg19441767"	0.578000815572138	-2.41184962535806	5.44202322832387	0.000185859027131156	0.0236559367247874	1.08068279480291	"chr3"	95955485	"+"	"II"	"OpenSea"	""	""	""	""
"cg19446854"	1.20624685480476	-1.94598056467532	10.8839382781336	2.50585473320235e-07	0.000474356153475993	7.11888633547754	"chr1"	152477537	"-"	"II"	"OpenSea"	""	""	""	""
"cg19447354"	-0.894258452698385	-2.78236138932944	-6.9089381795046	2.2437163812921e-05	0.00764767677392142	3.10326905396046	"chr15"	34023053	"+"	"II"	"OpenSea"	"RYR3"	"NM_001243996;NM_001036"	"Body"	""
"cg19449173"	0.540254839321702	-2.10038511953658	4.54727689914498	0.000781812616704319	0.047216195850224	-0.317223635443716	"chr15"	77367981	"-"	"II"	"OpenSea"	""	""	""	""
"cg19452056"	1.49912477638003	-3.35149788541973	8.02852209115825	5.37664534658762e-06	0.00322832738759547	4.43092803918802	"chr15"	72565039	"+"	"I"	"Island"	"PARP6"	"NM_020214"	"TSS1500"	"Promoter_Associated"
"cg19452928"	-0.777636439468006	-1.97871348624081	-6.58539737332329	3.48898342317904e-05	0.00977657030832702	2.68579859264903	"chr5"	154209268	"-"	"II"	"OpenSea"	"FAXDC2"	"NM_032385"	"Body"	""
"cg19453651"	0.678765275039691	-4.40254822821112	4.88761409529245	0.000446742332175679	0.0363657005675677	0.228624296861732	"chr2"	118772098	"+"	"II"	"S_Shore"	"CCDC93"	"NM_019044"	"TSS1500"	"Promoter_Associated"
"cg19454294"	0.720032735258461	-2.59724913546648	5.15112319141155	0.000292871496148956	0.0296517559395124	0.639507131704934	"chr2"	68466335	"+"	"II"	"OpenSea"	"PPP3R1"	"NM_000945"	"Body"	""
"cg19455917"	-1.66952424050875	1.59081440550941	-15.9267862937599	4.3746538206662e-09	3.9457394574384e-05	10.184769086059	"chr12"	95509589	"+"	"II"	"OpenSea"	"FGD6"	"NM_018351"	"Body"	""
"cg19459542"	0.539268484467257	-3.183037617191	4.87450858272067	0.000456339254923238	0.0366978157656037	0.20791626453152	"chr2"	21265912	"-"	"II"	"N_Shore"	"APOB"	"NM_000384"	"Body"	"Unclassified"
"cg19460368"	0.527299840188615	-2.3662299276036	5.18629139952053	0.000277028591447154	0.0289248689891176	0.693542045811905	"chr12"	54978100	"-"	"I"	"N_Shelf"	"PPP1R1A"	"NM_006741;NM_006741"	"Body"	""
"cg19461093"	-0.596967389260982	1.49352158742143	-5.50134593803075	0.000169647843851067	0.0225810237670369	1.16902462042586	"chr21"	47882329	"+"	"II"	"S_Shelf"	"DIP2A-IT1"	"NR_046400;NM_206891;NM_001146115;NM_206890;NM_206889;NM_001146116;NM_015151"	"TSS200"	""
"cg19466069"	1.21387866010578	1.23337567710242	11.4453022448447	1.48410029496139e-07	0.000344986693645927	7.55038226276629	"chr1"	56610289	"+"	"II"	"OpenSea"	""	""	""	""
"cg19466177"	-0.612753502235622	1.88213233607963	-4.96178076822342	0.00039629169207028	0.0341790780575017	0.345332379959953	"chr11"	34368158	"+"	"II"	"OpenSea"	"ABTB2"	"NM_145804"	"Body"	""
"cg19469654"	0.705924380705107	-2.69018352041013	5.07302675818036	0.000331575925345105	0.0315193058552728	0.518833907418949	"chr7"	107331640	"-"	"II"	"OpenSea"	"SLC26A4"	"NM_000441"	"Body"	""
"cg19471343"	-0.856426228002852	-0.0111873444486309	-8.29812008600165	3.89381267688613e-06	0.00260410542731769	4.72511774419424	"chr3"	183631171	"-"	"II"	"OpenSea"	""	""	""	""
"cg19472078"	0.500220107432754	-0.899002326293655	4.7137338974975	0.000593430092253254	0.0415425619165881	-0.0481774153535248	"chr17"	77020166	"-"	"I"	"Island"	"C1QTNF1"	"NM_030968;NM_198594"	"TSS200"	"Unclassified"
"cg19472772"	0.687549556283424	-4.87323025994739	5.45065738390224	0.00018340090024747	0.0234815410398842	1.09357499132766	"chr2"	87303632	"-"	"I"	"Island"	"LOC285074"	"NR_026846"	"TSS200"	"Promoter_Associated_Cell_type_specific"
"cg19474517"	0.559482890349349	-1.2149489632595	4.96666150726349	0.00039318950958859	0.0340856084406086	0.352983752672701	"chrX"	102566419	"+"	"II"	"S_Shore"	"BEX2"	"NM_001168401;NM_001168400;NM_001168399;NM_032621"	"TSS1500"	"Unclassified_Cell_type_specific"
"cg19474888"	-0.819113458942565	-2.83739155222769	-7.07528917542839	1.79738514955027e-05	0.00675764457620022	3.31183198717446	"chr6"	125790562	"-"	"II"	"OpenSea"	""	""	""	""
"cg19478190"	-1.25967393096869	0.738394396137899	-10.3250619301331	4.31963601057896e-07	0.000672829399911328	6.66085701329908	"chr1"	94442129	"+"	"II"	"OpenSea"	""	""	""	""
"cg19478374"	-0.704346022920309	-3.10626011603112	-4.70104418978282	0.000605954105596046	0.0419660829404441	-0.0685501224417253	"chr20"	9494826	"-"	"II"	"N_Shore"	"LAMP5"	"NM_001199897;NM_012261;NR_109957"	"TSS200"	""
"cg19478539"	0.630586782898001	-2.83807209604048	4.76430249191934	0.000546160385816566	0.0398850507259706	0.0327779133522519	"chr17"	39957639	"+"	"II"	"OpenSea"	""	""	""	"Unclassified"
"cg19478735"	-0.757195605614831	0.632997902738111	-7.10726448093908	1.7230482701633e-05	0.00661036690240958	3.35145510369677	"chr8"	93639301	"-"	"II"	"OpenSea"	"LOC102724710"	"NR_125827"	"Body"	""
"cg19478981"	-0.578738013676258	-0.846226088094913	-5.12869980387208	0.000303470515660526	0.030156697925462	0.604954736872228	"chr5"	153963358	"-"	"II"	"OpenSea"	""	""	""	""
"cg19479654"	0.642510102408188	-2.42032255029008	4.67368438005356	0.000633910746351498	0.0427417966023212	-0.112553207615818	"chr19"	18496921	"+"	"I"	"N_Shore"	"GDF15"	"NM_004864"	"TSS200"	"Unclassified"
"cg19481531"	-0.740756367571392	-1.60630491421237	-6.76649053695186	2.72057829423924e-05	0.00851148274280889	2.92140883136538	"chr17"	77100818	"+"	"II"	"S_Shore"	"HRNBP3"	"NM_001082575"	"Body"	""
"cg19481552"	-0.649097528855672	-3.1378912562925	-5.58050031801971	0.000150314024124646	0.0212857956396958	1.28603547998059	"chr10"	1672465	"-"	"II"	"OpenSea"	"ADARB2"	"NM_018702"	"Body"	""
"cg19484530"	0.694763751108787	-3.02036340204813	5.51055206952391	0.000167269528199552	0.0224462260907174	1.18268447073718	"chr22"	45195028	"+"	"II"	"OpenSea"	"PRR5-ARHGAP8"	"NM_181334;NM_001198726;NM_181335;NM_001017526"	"Body"	""
"cg19485344"	0.517574227645727	-1.40360746939793	4.99171117935767	0.000377665935369491	0.0334707165393133	0.392196792217959	"chr16"	53412025	"-"	"II"	"OpenSea"	"LOC102723373"	"NR_119378"	"Body"	""
"cg19489885"	0.569985427356102	-2.03002022189567	5.51929386423029	0.000165043869668964	0.0223159124077702	1.19564298284843	"chr5"	178684416	"-"	"I"	"Island"	"ADAMTS2"	"NM_021599;NM_014244"	"Body"	""
"cg19490678"	-0.603616054435171	-2.35521972447555	-5.43044352901329	0.000189210682133953	0.0238673842685949	1.06337402187424	"chr11"	79651476	"-"	"II"	"OpenSea"	""	""	""	""
"cg19491895"	-0.535697413762186	-2.29829892112701	-4.64249889884527	0.000667435854154561	0.0439133994119026	-0.162838756090134	"chr11"	119189121	"-"	"II"	"S_Shore"	"MCAM"	"NM_006500"	"TSS1500"	""
"cg19494913"	0.863988024361644	1.83635739832969	6.92204191718818	2.20457728224471e-05	0.00759207776585948	3.11984630721637	"chr17"	54675231	"+"	"II"	"Island"	""	""	""	""
"cg19497037"	-0.740967670592396	1.35754114369403	-5.83307557847732	0.000102773830248196	0.0175115022550924	1.652788328492	"chr11"	94482859	"+"	"II"	"OpenSea"	""	""	""	""
"cg19500945"	-0.747353705295265	-2.98872554601705	-5.18368742723716	0.000278170019892444	0.0289775684630349	0.689547665827179	"chr13"	78076206	"-"	"II"	"OpenSea"	""	""	""	""
"cg19502936"	-0.510469315935895	0.164419375484374	-4.53965402558756	0.000791816737523966	0.0474241628265211	-0.329636885685514	"chr17"	1553591	"+"	"II"	"S_Shore"	"RILP"	"NM_031430"	"TSS200"	""
"cg19504179"	-0.841552524066889	-1.30180651952548	-6.78690702703706	2.64604128333891e-05	0.00838753378689702	2.94766074904567	"chr8"	42373715	"-"	"II"	"OpenSea"	"SLC20A2"	"NM_006749"	"5'UTR"	""
"cg19505326"	0.574492273632162	-2.46046574008838	4.87376575038295	0.000456889677320937	0.0367045318969496	0.206741751097777	"chr1"	38215066	"-"	"II"	"N_Shelf"	"EPHA10"	"NM_001099439"	"Body"	""
"cg19505398"	-0.760885477229742	2.74112406255698	-4.80109815189179	0.000514263205261292	0.0387563868707675	0.091451161899565	"chr8"	38109668	"-"	"II"	"OpenSea"	"DDHD2"	"NM_015214;NM_001164232;NM_015214;NM_001164232"	"ExonBnd"	""
"cg19507078"	-0.660968588278105	2.50596847903464	-4.56716597974001	0.000756329311666495	0.0465159450450215	-0.284873350929987	"chr10"	72143376	"-"	"II"	"S_Shore"	"LRRC20"	"NM_001278214;NM_001278212;NM_001278211;NM_018239;NM_018205;NR_103468;NR_103467"	"TSS1500"	""
"cg19509829"	0.54678085942857	0.92970752322268	4.64946991656874	0.000659783635783922	0.0436624077999799	-0.151586294454729	"chr12"	110778665	"-"	"I"	"OpenSea"	"ATP2A2"	"NM_001681;NM_170665;NM_001135765"	"Body"	""
"cg19510565"	0.54126058047293	-1.4684784280744	5.30732262472976	0.000229078926861915	0.0262651959244345	0.878038098053412	"chr1"	31217240	"+"	"II"	"OpenSea"	"LAPTM5"	"NM_006762"	"Body"	"Promoter_Associated"
"cg19511929"	-0.673507286199032	-1.3824336216131	-5.13829604157146	0.000298885833888417	0.0299520190632272	0.619751134631417	"chr10"	68802686	"+"	"II"	"OpenSea"	"LRRTM3"	"NM_178011;NR_111909;NM_013266;NM_001127384"	"Body"	""
"cg19512903"	-0.700107737811606	-0.0943635968405375	-5.31565497059034	0.000226118404435587	0.026060515290257	0.890655761407091	"chr8"	39171620	"+"	"II"	"OpenSea"	"ADAM5P"	"NR_001448"	"TSS1500"	""
"cg19513335"	0.589329125787381	-2.7418632455028	5.29832380482253	0.000232322369834717	0.0265070352070569	0.864399022139178	"chr1"	25286699	"+"	"II"	"OpenSea"	"RUNX3"	"NM_001031680"	"Body"	""
"cg19518242"	-0.682585527946343	0.9635503354344	-6.28683241485766	5.30777428084169e-05	0.0122362238794857	2.28639679680039	"chr14"	52379761	"+"	"II"	"OpenSea"	"GNG2"	"NM_001243774;NM_001243773;NM_053064"	"5'UTR"	""
"cg19518973"	0.587722617414001	-1.2051963192187	4.87433577322553	0.000456467240603303	0.0367037471633605	0.207643037805327	"chr12"	70861233	"-"	"II"	"OpenSea"	""	""	""	""
"cg19520498"	3.03601759634099	-1.58838363280602	29.7224383202142	4.50305428443314e-12	8.41060304273994e-07	13.7160980845284	"chr11"	1102508	"+"	"II"	"OpenSea"	"MUC2"	"NM_002457"	"Body"	""
"cg19522770"	-0.861428632760837	0.0292086579306931	-7.87451275611781	6.48800453073507e-06	0.00366503701369983	4.25858961832329	"chr15"	75397468	"+"	"II"	"OpenSea"	""	""	""	"Unclassified"
"cg19526267"	-1.05522732569828	0.517053150789126	-7.3491635036243	1.25686213342967e-05	0.00547531568376344	3.64641182532841	"chr5"	108208768	"+"	"II"	"OpenSea"	"FER"	"NM_005246"	"Body"	"Unclassified_Cell_type_specific"
"cg19530176"	1.11167372189868	-2.00704206005249	7.32255293677197	1.30079452244466e-05	0.0055837824247147	3.61437613930391	"chr3"	141121417	"+"	"I"	"Island"	"ZBTB38"	"NM_001080412"	"5'UTR"	"Promoter_Associated_Cell_type_specific"
"cg19532714"	0.857950505388329	-2.45891436301333	5.5448316804899	0.00015871995357934	0.0218456481832558	1.23343026820753	"chrX"	38186839	"-"	"I"	"Island"	"RPGR"	"NM_000328;NM_001034853"	"TSS200"	"Promoter_Associated"
"cg19533386"	0.628375369803018	1.1737911268233	6.31159252863227	5.12394769121735e-05	0.0120240072153852	2.3200433112829	"chr7"	143017866	"+"	"II"	"OpenSea"	"CLCN1"	"NR_046453;NM_000083"	"Body"	""
"cg19537317"	-0.71882927586554	-2.33250593390725	-6.44608856986319	4.23718813032081e-05	0.010832936015287	2.50114972444978	"chr19"	36337105	"+"	"II"	"Island"	"NPHS1"	"NM_004646"	"Body"	"Unclassified_Cell_type_specific"
"cg19539318"	0.666956285276265	-2.19160200023532	5.00894388616815	0.000367362747722785	0.0330184690704258	0.41911803047273	"chr2"	172544773	"-"	"II"	"S_Shore"	"DYNC1I2"	"NM_001378"	"5'UTR"	"Promoter_Associated"
"cg19539847"	-0.820828290728453	-3.00301226302533	-5.41502248617513	0.000193773927680802	0.0241452122931048	1.04029067856088	"chr11"	85556037	"-"	"II"	"OpenSea"	""	""	""	""
"cg19542048"	0.552480557647068	-3.01539233518984	5.42508864800149	0.000190782208736167	0.0239581283338734	1.05536267912559	"chr19"	10590162	"-"	"II"	"S_Shore"	""	""	""	"Unclassified"
"cg19544691"	-0.836111410262235	3.17811686346812	-7.51839435845401	1.01217374957796e-05	0.00482107490111485	3.84779654882888	"chr5"	148679136	"+"	"II"	"OpenSea"	"AFAP1L1"	"NM_001146337;NM_152406"	"Body"	""
"cg19547773"	-1.54040783796668	-1.80483699804185	-12.2119658763646	7.5113436991389e-08	0.00022631730909364	8.09714697261732	"chr6"	136997361	"-"	"II"	"OpenSea"	"MAP3K5"	"NM_005923"	"Body"	""
"cg19548652"	0.505082575374942	-3.23225016981939	4.75184516441129	0.000557425210990481	0.0402798312527464	0.0128692437256328	"chr14"	34419316	"+"	"II"	"N_Shore"	"EGLN3"	"NM_022073"	"Body"	""
"cg19548730"	-0.531236893992256	-1.13952433829009	-4.9125378540491	0.00042907286418212	0.0356454476955324	0.26793585442852	"chr12"	291710	"+"	"I"	"OpenSea"	""	""	""	""
"cg19551485"	0.679765630234072	-3.22646822858805	5.23731102193913	0.000255635372186287	0.0277447065428936	0.771592145469044	"chr3"	55693182	"-"	"II"	"OpenSea"	"C3orf51"	"NR_024615;NM_015576"	"Body"	""
"cg19553169"	0.677030970593871	-2.20629000023119	4.52102797381512	0.000816829722071476	0.0481059467449454	-0.360001305496397	"chr4"	17234719	"+"	"II"	"OpenSea"	""	""	""	""
"cg19557407"	0.537451789040744	0.900659970730749	4.48243707357328	0.000871324184158939	0.0495177954613769	-0.423062248609986	"chr11"	129876354	"+"	"II"	"S_Shelf"	""	""	""	""
"cg19562707"	-0.912733587452479	0.360220217612663	-8.95390708307611	1.83309999884059e-06	0.00167032883171488	5.40261979543401	"chr19"	38757961	"+"	"II"	"S_Shelf"	"SPINT2"	"NM_021102;NM_001166103"	"Body"	""
"cg19563635"	0.850085779826364	-2.2010363385774	5.32862116054016	0.000221591703216761	0.025828761351257	0.910268883697052	"chr3"	123587953	"+"	"II"	"OpenSea"	"MYLK"	"NM_053025;NM_053026;NM_053028;NM_053027"	"5'UTR"	""
"cg19567218"	1.20796987743693	-1.68577864722602	9.61977484673057	8.90018543253996e-07	0.00106302265878958	6.03888043632789	"chr18"	45697277	"-"	"II"	"OpenSea"	""	""	""	""
"cg19570140"	-0.519829949928933	1.1366160339203	-5.19643339110454	0.000272629901799853	0.0286768121728612	0.709089424538181	"chr7"	143140212	"-"	"II"	"OpenSea"	"TAS2R60"	"NM_177437;NR_033897"	"TSS1500"	""
"cg19571015"	-0.640505600837664	-1.82432601001373	-4.61982203504747	0.00069297957499616	0.0446196803294977	-0.199490524718858	"chr8"	76227159	"+"	"II"	"OpenSea"	""	""	""	""
"cg19572157"	2.14953756385786	-0.364809834235748	18.4847050871311	8.63154102916043e-10	1.7235960935334e-05	11.2186006162817	"chr2"	75734281	"+"	"II"	"OpenSea"	"FAM176A"	"NM_001135032;NM_032181"	"Body"	""
"cg19575160"	-0.532741339420992	0.488501223730305	-4.52085459282107	0.000817066406909615	0.048116608910799	-0.360284175092392	"chr7"	122821852	"+"	"II"	"OpenSea"	"SLC13A1"	"NM_022444"	"Body"	""
"cg19580115"	-0.63252997836769	-0.659022285016299	-5.02544137709731	0.000357776585096623	0.0326453172000652	0.444848554696762	"chr12"	28137238	"+"	"II"	"OpenSea"	""	""	""	""
"cg19583359"	0.734645845993288	-3.18981431617472	5.73403411436766	0.000119169671728538	0.0188909161765048	1.51017697881554	"chr10"	71686735	"+"	"II"	"OpenSea"	"COL13A1"	"NM_080800;NM_080798;NM_080805;NM_080802;NM_080801;NM_001130103"	"Body"	""
"cg19584693"	0.737848701276407	-1.53294665722144	6.69656715053482	2.9933497001062e-05	0.00899963560816057	2.83102413617694	"chr1"	238824407	"+"	"II"	"OpenSea"	""	""	""	""
"cg19586132"	-0.643892737218118	-3.22469537050721	-5.61468596160338	0.000142699751146625	0.0207410742444795	1.33626498262275	"chr19"	1675848	"-"	"I"	"N_Shore"	""	""	""	""
"cg19595239"	-0.610038542056498	1.17711021918148	-5.26639529700196	0.000244227977444763	0.0271756967528319	0.815904661145676	"chr17"	4528314	"-"	"II"	"OpenSea"	""	""	""	""
"cg19596790"	0.523863464653141	-3.82311004014409	4.52303493181764	0.000814095217387842	0.048016847392227	-0.356727267995052	"chr3"	9691124	"-"	"I"	"Island"	"MTMR14"	"NM_022485;NM_001077526;NM_001077525"	"TSS200"	"Promoter_Associated"
"cg19599395"	-0.6831436603138	-2.62845300357444	-5.24166429942473	0.000253892684363426	0.0276781688198369	0.778233122492944	"chr19"	3837031	"+"	"II"	"N_Shore"	"ZFR2"	"NM_015174"	"Body"	""
"cg19600209"	-0.603909399857363	-2.44766512143122	-5.08567858563145	0.000324956110987471	0.0312222525247254	0.538446743050264	"chr16"	30528978	"-"	"II"	"OpenSea"	"ITGAL"	"NM_002209;NM_001114380;NM_002209;NM_001114380"	"ExonBnd"	""
"cg19606776"	-0.617094448217691	-2.23180571732368	-4.93281775751084	0.00041523915908134	0.0349942117063434	0.299854378594088	"chr5"	173400703	"+"	"I"	"OpenSea"	""	""	""	"Unclassified"
"cg19607504"	0.739090274090352	-1.25572459415422	6.6550211553921	3.16915331368728e-05	0.00924035658600548	2.77697064947349	"chr12"	117794293	"+"	"II"	"N_Shelf"	"NOS1"	"NM_000620;NM_001204218"	"5'UTR"	""
"cg19610126"	-0.614743887879855	-0.477523808669246	-4.96965273438791	0.000391300955202237	0.0340002862635546	0.357671227680254	"chr20"	61876295	"-"	"II"	"N_Shore"	"NKAIN4"	"NM_152864"	"Body"	""
"cg19611374"	0.707317752866504	-2.30496331857224	6.40720387650535	4.47537564006011e-05	0.0111688456085313	2.44907680166211	"chr8"	33396477	"+"	"II"	"OpenSea"	""	""	""	""
"cg19612505"	-0.817218152577244	-2.23117192428307	-6.22793877640343	5.77387706727093e-05	0.0127979279165714	2.20598279923501	"chr6"	119034300	"+"	"II"	"OpenSea"	""	""	""	""
"cg19614312"	0.919341533882688	0.110941729818939	8.48281665295576	3.13548028772834e-06	0.00228999432064881	4.92129001101242	"chr11"	123477787	"+"	"II"	"OpenSea"	"GRAMD1B"	"NM_020716"	"Body"	""
"cg19616624"	0.686660131151584	0.493589109002531	6.32113176687061	5.05494803845062e-05	0.0119300774621548	2.33298075828386	"chr20"	1638811	"+"	"II"	"OpenSea"	"SIRPG"	"NM_018556;NM_080816;NM_001039508"	"TSS1500"	""
"cg19619909"	-0.715576109875417	1.22983389383239	-5.67429148511618	0.000130385911852454	0.0197859770547507	1.42340259827626	"chr15"	58306464	"+"	"II"	"OpenSea"	"ALDH1A2"	"NM_170696;NM_003888;NM_170697"	"Body"	""
